"industry","topic","post_covid_score","name","description"
"Financial Services","Supportive culture",0.108167741,"Ally Financial","Digital financial services company"
"Financial Services","Strategy",-0.135213903,"Ally Financial","Digital financial services company"
"Financial Services","Leadership",-0.446819697,"Ally Financial","Digital financial services company"
"Financial Services","Innovation",NA,"Ally Financial","Digital financial services company"
"Financial Services","Open to feedback",-1.128016559,"Ally Financial","Digital financial services company"
"Financial Services","Agility",0.803048404,"Ally Financial","Digital financial services company"
"Business Services","Work-life balance",0.000534928,"Alorica","Customer service outsourcing provider"
"Business Services","Transparency",-1.081612982,"Alorica","Customer service outsourcing provider"
"Business Services","Toxic culture",-1.127265583,"Alorica","Customer service outsourcing provider"
"Business Services","Supportive culture",-1.697194375,"Alorica","Customer service outsourcing provider"
"Business Services","Strategy",0.45668183,"Alorica","Customer service outsourcing provider"
"Business Services","Leadership",-1.250442605,"Alorica","Customer service outsourcing provider"
"Business Services","Innovation",NA,"Alorica","Customer service outsourcing provider"
"Business Services","Open to feedback",-1.327481411,"Alorica","Customer service outsourcing provider"
"Business Services","Agility",1.124095311,"Alorica","Customer service outsourcing provider"
"Tech Giants","Work-life balance",-0.467535053,"Alphabet","Google's parent company"
"Tech Giants","Transparency",0.837689168,"Alphabet","Google's parent company"
"Tech Giants","Toxic culture",0.849934926,"Alphabet","Google's parent company"
"Tech Giants","Supportive culture",-0.261829542,"Alphabet","Google's parent company"
"Tech Giants","Strategy",0.300664502,"Alphabet","Google's parent company"
"Tech Giants","Leadership",0.258665061,"Alphabet","Google's parent company"
"Tech Giants","Innovation",-0.054585212,"Alphabet","Google's parent company"
"Tech Giants","Open to feedback",0.825681837,"Alphabet","Google's parent company"
"Tech Giants","Agility",-0.969583676,"Alphabet","Google's parent company"
"Business Consulting","Work-life balance",-1.255154894,"AlphaSights","Expert network for business insights"
"Business Consulting","Transparency",0.323555451,"AlphaSights","Expert network for business insights"
"Business Consulting","Toxic culture",-2.613851483,"AlphaSights","Expert network for business insights"
"Business Consulting","Supportive culture",-0.864590665,"AlphaSights","Expert network for business insights"
"Business Consulting","Strategy",-0.239034133,"AlphaSights","Expert network for business insights"
"Business Consulting","Leadership",-1.806575116,"AlphaSights","Expert network for business insights"
"Business Consulting","Innovation",NA,"AlphaSights","Expert network for business insights"
"Business Consulting","Open to feedback",-1.75812844,"AlphaSights","Expert network for business insights"
"Business Consulting","Agility",1.978318517,"AlphaSights","Expert network for business insights"
"Industrials","Work-life balance",0.097982894,"ALSTOM","French rail transport manufacturer"
"Industrials","Transparency",-0.336086471,"ALSTOM","French rail transport manufacturer"
"Industrials","Toxic culture",1.503607696,"ALSTOM","French rail transport manufacturer"
"Industrials","Supportive culture",-0.608624048,"ALSTOM","French rail transport manufacturer"
"Industrials","Strategy",1.00155048,"ALSTOM","French rail transport manufacturer"
"Industrials","Leadership",-0.343060647,"ALSTOM","French rail transport manufacturer"
"Industrials","Innovation",0.21620123,"ALSTOM","French rail transport manufacturer"
"Industrials","Open to feedback",0.129049539,"ALSTOM","French rail transport manufacturer"
"Industrials","Agility",0.477352451,"ALSTOM","French rail transport manufacturer"
"Business Consulting","Work-life balance",-0.503977271,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Transparency",1.15874011,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Toxic culture",-0.785783069,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Supportive culture",0.093483793,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Strategy",0.354112125,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Leadership",0.649773972,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Innovation",NA,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Open to feedback",1.298183175,"Alvarez & Marsal","Consultancy focused on restructuring"
"Business Consulting","Agility",0.636767862,"Alvarez & Marsal","Consultancy focused on restructuring"
"Tech Giants","Work-life balance",-1.634324192,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Transparency",-0.158705571,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Toxic culture",-2.276575226,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Supportive culture",-1.960571081,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Strategy",0.716466388,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Leadership",-1.025669684,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Innovation",-0.06160288,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Open to feedback",-0.414677259,"Amazon","E-commerce and cloud services giant"
"Tech Giants","Agility",1.956269338,"Amazon","E-commerce and cloud services giant"
"Internet","Work-life balance",0.131896458,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Transparency",1.350833576,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Toxic culture",0.556768389,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Supportive culture",-0.869699962,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Strategy",1.71693558,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Leadership",1.408545668,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Innovation",2.315668256,"TikTok","Short-form video app owned by bytedance"
"Internet","Open to feedback",0.71727832,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Agility",1.341064175,"Amazon Flex","Platform for independent Amazon drivers"
"Supply Chain & Logistics","Work-life balance",-0.017863675,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Transparency",NA,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Toxic culture",-1.28694366,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Supportive culture",-1.419225439,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Strategy",NA,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Leadership",-0.176525216,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Innovation",NA,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Open to feedback",NA,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"Supply Chain & Logistics","Agility",NA,"Amazon Fulfillment","Amazon's logistics and warehouse network"
"General Retail","Work-life balance",-1.089155157,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Transparency",NA,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Toxic culture",-0.251590571,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Supportive culture",-0.389994791,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Strategy",NA,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Leadership",0.238792146,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Innovation",NA,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Open to feedback",NA,"Amazon Retail","Amazon's core online retail operation"
"General Retail","Agility",NA,"Amazon Retail","Amazon's core online retail operation"
"Software & IT Services","Work-life balance",-2.380944213,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Transparency",0.289173724,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Toxic culture",-1.020712516,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Supportive culture",-1.389755009,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Strategy",0.391519793,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Leadership",-0.827620349,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Innovation",1.908512101,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Open to feedback",0.347839629,"Amazon Web Services","Amazon's cloud computing division"
"Software & IT Services","Agility",1.110347752,"Amazon Web Services","Amazon's cloud computing division"
"Media & Entertainment","Work-life balance",-0.828944947,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Transparency",1.121236841,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Toxic culture",0.146614772,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Supportive culture",-1.109535548,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Strategy",0.717334526,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Leadership",0.393792846,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Innovation",NA,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Open to feedback",0.351752175,"AMC Entertainment","Cinema chain"
"Media & Entertainment","Agility",1.362778345,"AMC Entertainment","Cinema chain"
"Software & IT Services","Work-life balance",-0.38066778,"Amdocs","Telecom and media software"
"Software & IT Services","Transparency",-0.148712103,"Amdocs","Telecom and media software"
"Software & IT Services","Toxic culture",0.514707092,"Amdocs","Telecom and media software"
"Software & IT Services","Supportive culture",-1.249435836,"Amdocs","Telecom and media software"
"Software & IT Services","Strategy",0.323446606,"Amdocs","Telecom and media software"
"Software & IT Services","Leadership",0.031856161,"Amdocs","Telecom and media software"
"Software & IT Services","Innovation",0.634141875,"Amdocs","Telecom and media software"
"Software & IT Services","Open to feedback",0.849597378,"Amdocs","Telecom and media software"
"Software & IT Services","Agility",0.00658378,"Amdocs","Telecom and media software"
"Industrials","Work-life balance",-0.027172021,"Amentum","Government and defence contractor"
"Industrials","Transparency",-1.977348363,"Amentum","Government and defence contractor"
"Industrials","Toxic culture",-0.785405528,"Amentum","Government and defence contractor"
"Industrials","Supportive culture",-1.307867394,"Amentum","Government and defence contractor"
"Industrials","Strategy",0.389013595,"Amentum","Government and defence contractor"
"Industrials","Leadership",-0.157090364,"Amentum","Government and defence contractor"
"Industrials","Innovation",-0.43336694,"Amentum","Government and defence contractor"
"Industrials","Open to feedback",-0.44236193,"Amentum","Government and defence contractor"
"Industrials","Agility",0.846463914,"Amentum","Government and defence contractor"
"Travel & Leisure","Work-life balance",-0.239177814,"American Airlines","Large American airline"
"Travel & Leisure","Transparency",NA,"American Airlines","Large American airline"
"Travel & Leisure","Toxic culture",0.395929466,"American Airlines","Large American airline"
"Travel & Leisure","Supportive culture",-1.11005695,"American Airlines","Large American airline"
"Travel & Leisure","Strategy",NA,"American Airlines","Large American airline"
"Travel & Leisure","Leadership",-0.19480705,"American Airlines","Large American airline"
"Travel & Leisure","Innovation",NA,"American Airlines","Large American airline"
"Travel & Leisure","Open to feedback",NA,"American Airlines","Large American airline"
"Travel & Leisure","Agility",NA,"American Airlines","Large American airline"
