id,cons,pain points,topic_label
507,Take over life if you got anything else on forget it,lack of work-life balance,Work Life Balance
508,Long working hours during busy season,long working hours during busy season,"Workload, Stress & Exhaustion"
509,Salary is lower than other organizations,lower salary compared to other organizations,Compensation & Benefits
510,Some senior positions need to be rotated as they become too distant from juniors personal needs,senior positions not being rotated,Leadership & Higher Management
510,Some senior positions need to be rotated as they become too distant from juniors personal needs,distance between seniors and junior's personal needs,Relationship With Direct Manager
511,Hours to pay ratio not good enough,poor hours to pay ratio,Compensation & Benefits
512,"Long working hours, specially now at home",long working hours,"Workload, Stress & Exhaustion"
512,"Long working hours, specially now at home",especially while working from home,Flexible Work Arrangements
513,"Poor work/life balance, compensation and benefits not up to the energy committed",poor work/life balance,Work Life Balance
513,"Poor work/life balance, compensation and benefits not up to the energy committed",insufficient compensation and benefits,Compensation & Benefits
514,Less responsibilities compared to smaller firms,less responsibilities compared to smaller firms,Organization of Work
515,Sometimes difficult to manage work life balance,difficulty managing work-life balance,Work Life Balance
516,"Demanding, and occasionally psychotic, management",demanding management,Management Practices
516,"Demanding, and occasionally psychotic, management",occasional psychotic behavior of management,Leadership & Higher Management
517,Challenging work load and HR structure,challenging work load,"Workload, Stress & Exhaustion"
517,Challenging work load and HR structure,poor HR structure,Company Structure & Organization
518,"Long working times, not work life balance",long working times,"Workload, Stress & Exhaustion"
518,"Long working times, not work life balance",lack of work-life balance,Work Life Balance
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",resistance to change,Change Management
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",hierarchical structure,Company Structure & Organization
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",lack of interface between junior and senior staff,Relationship With Peers & Colleagues
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",long working hours,"Workload, Stress & Exhaustion"
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",dull work,Meaningfulness of Work
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",lack of incentives for effective work,Compensation & Benefits
519,"- Resistant to any change with a 'this is how it is done here' mentality.

- Hierarchical; little interface between junior and senior staff with a 20th century culture.

- Long working hours (expected) but dull and with no incentives to work effectively (the expectation of hours worked has little to do with actual output of individuals. Perceptions of commitment are time rather than task orientated).",time-oriented performance evaluation,Performance Management
520,"Workload, Increment cycle is way old fashioned",heavy workload,"Workload, Stress & Exhaustion"
520,"Workload, Increment cycle is way old fashioned",outdated increment cycle,Performance Management
521,Dispersed teams sometimes make it hard to know where to go.,dispersed teams,Company Structure & Organization
521,Dispersed teams sometimes make it hard to know where to go.,difficulty determining team direction,Organization of Work
522,Experience dependent on what team you are in,dependence of experience on team assignment,Career Development & Growth Opportunities
523,There isn't a lot of transparency.,lack of transparency,Communication
524,"Long work hours, colleagues working for long time gang up against new joiners and do not let new joiner progress. Too many young people are given senior roles and authority that they often misuse. Insecure collegues !",long work hours,"Workload, Stress & Exhaustion"
524,"Long work hours, colleagues working for long time gang up against new joiners and do not let new joiner progress. Too many young people are given senior roles and authority that they often misuse. Insecure collegues !",colleagues gang up against new joiners,Relationship With Peers & Colleagues
524,"Long work hours, colleagues working for long time gang up against new joiners and do not let new joiner progress. Too many young people are given senior roles and authority that they often misuse. Insecure collegues !",too many young people in senior roles,Company Strategy
524,"Long work hours, colleagues working for long time gang up against new joiners and do not let new joiner progress. Too many young people are given senior roles and authority that they often misuse. Insecure collegues !",misuse of authority,Leadership & Higher Management
524,"Long work hours, colleagues working for long time gang up against new joiners and do not let new joiner progress. Too many young people are given senior roles and authority that they often misuse. Insecure collegues !",insecure colleagues,Psychological Safety
525,Bad people but good environment,bad colleagues,Relationship With Peers & Colleagues
526,Full of middle class posh selfish snakey people,middle class,"Company Brand, Prestige & Reputation"
526,Full of middle class posh selfish snakey people,posh,"Company Brand, Prestige & Reputation"
526,Full of middle class posh selfish snakey people,selfish,Relationship With Peers & Colleagues
526,Full of middle class posh selfish snakey people,snakey people,Workplace Culture
527,Very large organisation sometimes miss out on things,missing out on things in a large organization,Company Climate
528,"Poor Reward, some long hours",poor reward,Compensation & Benefits
528,"Poor Reward, some long hours",long hours,"Workload, Stress & Exhaustion"
529,None to report as similar to any other big consultancy,,
530,High pressure environment. Long hours,high pressure environment,"Workload, Stress & Exhaustion"
530,High pressure environment. Long hours,long hours,"Workload, Stress & Exhaustion"
531,work life balance can be a challenge particularly during peak reporting periods.,challenging work life balance during peak reporting periods,Work Life Balance
532,I’m corporate finance you can work IB hours for a third of the salary,long hours,"Workload, Stress & Exhaustion"
532,I’m corporate finance you can work IB hours for a third of the salary,lower salary compared to IB,Compensation & Benefits
533,"No diversity - if you are non-white, it is hard to climb promotion.",lack of diversity,"Diversity, Equity, and Inclusion"
533,"No diversity - if you are non-white, it is hard to climb promotion.",difficulty promoting for non-white employees,"Diversity, Equity, and Inclusion"
534,sometimes long hours and lower pay,long hours,"Workload, Stress & Exhaustion"
534,sometimes long hours and lower pay,lower pay,Compensation & Benefits
535,Long hours and lack of work life balance,long hours,"Workload, Stress & Exhaustion"
535,Long hours and lack of work life balance,lack of work-life balance,Work Life Balance
536,Difficult to get a promotion,difficulty getting promoted,Career Development & Growth Opportunities
537,very large company and extremely corporate culture,very large company,"Company Brand, Prestige & Reputation"
537,very large company and extremely corporate culture,corporate culture,Workplace Culture
538,"Very profit driven
some teams don't look after you",profit-driven culture,Company Strategy
538,"Very profit driven
some teams don't look after you",lack of team support,Relationship With Peers & Colleagues
539,Lower remuneration compared to market rate,lower remuneration compared to market rate,Compensation & Benefits
540,"Culture is very 80s like, white boys club unfortunately and difficult to move around, low salaries compared to hours worked",unfavorable culture,Workplace Culture
540,"Culture is very 80s like, white boys club unfortunately and difficult to move around, low salaries compared to hours worked",lack of diversity,"Diversity, Equity, and Inclusion"
540,"Culture is very 80s like, white boys club unfortunately and difficult to move around, low salaries compared to hours worked",low salaries,Compensation & Benefits
540,"Culture is very 80s like, white boys club unfortunately and difficult to move around, low salaries compared to hours worked",long hours,"Workload, Stress & Exhaustion"
541,Bad working life balance - long hours underpaid,bad working life balance,Work Life Balance
541,Bad working life balance - long hours underpaid,long hours,"Workload, Stress & Exhaustion"
541,Bad working life balance - long hours underpaid,underpayment,Compensation & Benefits
542,Bad working life balance - long hours underpaid,bad working life balance,Work Life Balance
542,Bad working life balance - long hours underpaid,long hours,"Workload, Stress & Exhaustion"
542,Bad working life balance - long hours underpaid,underpayment,Compensation & Benefits
543,"Can be long hours sometimes, but expected in the sector",long hours,"Workload, Stress & Exhaustion"
544,"Low pay
Work can be boring",low pay,Compensation & Benefits
544,"Low pay
Work can be boring",boring work,Meaningfulness of Work
545,"Low pay
Work can be boring",low pay,Compensation & Benefits
545,"Low pay
Work can be boring",boring work,Meaningfulness of Work
546,"toxic environment, white supremacy, long work hours,",toxic environment,Workplace Harassment
546,"toxic environment, white supremacy, long work hours,",white supremacy,Workplace Harassment
546,"toxic environment, white supremacy, long work hours,",long work hours,"Workload, Stress & Exhaustion"
547,Sometimes long hours and demanding clients,long hours,"Workload, Stress & Exhaustion"
547,Sometimes long hours and demanding clients,demanding clients,"Workload, Stress & Exhaustion"
548,Striking for work life balance,strike work-life balance,Work Life Balance
549,A bit stressful in certain periods,stressful periods,"Workload, Stress & Exhaustion"
550,A bit stressful in certain periods,stressful periods,"Workload, Stress & Exhaustion"
551,Some projects have large teams and individually making an impact can be difficult.,difficulty making an impact on large teams,Collaboration
552,Some projects have large teams and individually making an impact can be difficult.,difficulty making an impact on large teams,Collaboration
553,"Terrible management, lack diversity in action,",terrible management,Management Practices
553,"Terrible management, lack diversity in action,",lack of diversity in action,"Diversity, Equity, and Inclusion"
554,"Low salary compared to other big 4 firms in the UK.

Long hours and no overtime.",low salary,Compensation & Benefits
554,"Low salary compared to other big 4 firms in the UK.

Long hours and no overtime.",long hours without overtime,"Workload, Stress & Exhaustion"
555,People start things but never finish; you feel like a resource in a big company; salary is not competitive,people not finishing tasks,Organizational Processes Efficiency
555,People start things but never finish; you feel like a resource in a big company; salary is not competitive,feeling like a resource,Career Development & Growth Opportunities
555,People start things but never finish; you feel like a resource in a big company; salary is not competitive,uncompetitive salary,Compensation & Benefits
556,"Artificial deadlines in tax profile, long hours, no appreciation",artificial deadlines in tax profile,Organizational Processes Efficiency
556,"Artificial deadlines in tax profile, long hours, no appreciation",long hours,"Workload, Stress & Exhaustion"
556,"Artificial deadlines in tax profile, long hours, no appreciation",lack of appreciation,Recognition
557,Small wheel in a large cog,small wheel in a large cog,Organization of Work
558,"Long hours during week, stressful, working at weekends and bank holidays",long hours during week,"Workload, Stress & Exhaustion"
558,"Long hours during week, stressful, working at weekends and bank holidays",stressful,"Workload, Stress & Exhaustion"
558,"Long hours during week, stressful, working at weekends and bank holidays",working at weekends and bank holidays,Flexible Work Arrangements
559,None None None None None,,
560,Long hours with low pay and sometimes very boring projects. Some Partners only care about profitability and are not approachable.,long hours with low pay,Compensation & Benefits
560,Long hours with low pay and sometimes very boring projects. Some Partners only care about profitability and are not approachable.,boring projects,Variability of Work
560,Long hours with low pay and sometimes very boring projects. Some Partners only care about profitability and are not approachable.,partners focused on profitability and unapproachable,"Company Brand, Prestige & Reputation"
561,big corp so get stuck on large projects,getting stuck on large projects,Organizational Processes Efficiency
